,Unnamed: 0,Median length- mm,Median YOLKSAC BREADTH Ratio,Median Yolk sac area Ratio,Median Eye area Ratio,principal component 1,principal component 2,pca_eps0.03_min3
39,C69,3.262,0.14132434089515636,0.06989576946658492,0.00919681177191907,0.11998843620079656,0.003451100621280886,2
40,C70,3.2089999999999996,0.16017450919289494,0.05827360548457462,0.010595200997195388,0.17387114026999423,0.011405100852579772,2
41,C72,3.4,0.11676470588235295,0.05264705882352942,0.009705882352941177,-0.019880234285104756,-0.015158434512829933,0
42,C77,3.1839999999999997,0.14384422110552764,0.06187185929648241,0.008793969849246231,0.19769847415720862,-0.0037928892718403716,2
43,C78,3.574,0.1054840514829323,0.044767767207610526,0.010352546166759936,-0.19439300443116442,-0.014989879663221756,3
44,C89,3.2260000000000004,0.13670179789212644,0.05889646621202727,0.010539367637941723,0.15522155609053873,-0.008195094797039688,2
45,C92,3.27,0.1437308868501529,0.06238532110091743,0.00948012232415902,0.11197308210636887,0.0030842835358426282,2
46,C98,3.195,0.12895148669796558,0.06228482003129891,0.009076682316118936,0.185653395452204,-0.016203959979370842,2
47,C104,3.4619999999999997,0.12073945696129405,0.04592720970537262,0.010687463893703062,-0.08158918767009495,-0.009528530477800399,0
48,C105,3.452,0.12862108922363846,0.04982618771726535,0.01100811123986095,-0.07092964594517008,-0.001550578394253471,0
49,C106,3.355,0.15469448584202686,0.06587183308494785,0.009836065573770493,0.028141927835423464,0.021141482862015976,0
50,C109,3.281,0.157269125266687,0.07131971959768363,0.008838768668088998,0.1022568420964421,0.019946373860278938,2
51,C110,2.7560000000000002,0.16219158200290276,0.06494920174165457,0.013788098693759071,0.6258072471508777,-0.019571400334141065,-1
52,C113,3.486,0.1310958118187034,0.05593803786574871,0.010900745840504877,-0.10446618228271998,0.005937177835014744,0
53,C114,3.3760000000000003,0.11907582938388625,0.044431279620853074,0.010367298578199052,0.003978000267812202,-0.018424833837448463,0
54,C115,3.372,0.1132858837485172,0.0438908659549229,0.011269276393831554,0.007526609370061397,-0.024195727809060017,0
55,C119,3.428,0.12485414235705952,0.05571761960326721,0.011376896149358226,-0.04710976527617895,-0.004353073563226836,0
56,C121,3.097,0.17726832418469485,0.07749434937035841,0.012269938650306749,0.2873328366348898,0.026150729923251854,-1
57,C122,3.4739999999999998,0.13701784686240642,0.05354058721934371,0.008923431203223949,-0.09214089424996914,0.009328281049695113,0
58,C123,3.165,0.1712480252764613,0.07646129541864137,0.010110584518167456,0.21907072443189776,0.025621905230627625,-1
59,C126,3.2560000000000002,0.1421990171990172,0.06326781326781326,0.010749385749385752,0.1258441946629979,0.0009737431734521816,2
60,C127,3.511,0.13187126174878952,0.05924238108800911,0.011107946454001708,-0.12923597212711735,0.009998026309824931,0
61,C129,3.511,0.12418114497294218,0.05553973227000855,0.010538308174309315,-0.12990716823662024,0.0014893447126116904,0
62,C133,3.3480000000000003,0.1427718040621266,0.05973715651135006,0.010752688172043013,0.03407017646861896,0.007234889721833792,0
63,C138,3.355,0.15350223546944858,0.06289120715350223,0.011028315946348734,0.02796978849437138,0.018808036055747438,0
64,C140,3.469,0.12366676275583742,0.051311617180743736,0.008071490343038341,-0.08820028575684728,-0.00406468593679121,0
65,C141,3.427,0.10767435074409104,0.04902246863145609,0.009629413481178873,-0.04756732597363858,-0.022775305157860734,0
66,C142,3.392,0.1129127358490566,0.04658018867924529,0.009728773584905662,-0.012362616133492045,-0.02182682125378152,0
67,C143,3.483,0.11024978466838932,0.050244042492104506,0.009187482055699107,-0.10316971066472366,-0.015530965198139408,0
68,C148,3.425,0.12817518248175186,0.057810218978102186,0.009343065693430658,-0.043817514612872845,-0.000708543559121353,0
69,C151,3.304,0.12651331719128328,0.06265133171912833,0.010290556900726394,0.07682544893647757,-0.009679479061728634,0
70,C152,3.4619999999999997,0.13229347198151356,0.05950317735413056,0.010976314269208549,-0.08034995215614744,0.006636449850189268,0
71,C153,3.237,0.15786221810318196,0.07476058078467716,0.009885696632684585,0.1462640884843294,0.018475628288977267,2
72,C156,3.3739999999999997,0.13159454653230587,0.06194427978660344,0.010373443983402493,0.007395117787244584,0.00011542794632680518,0
73,C157,3.375,0.11614814814814815,0.05333333333333333,0.008592592592592594,0.005015447921108161,-0.017392572317332634,0
74,C158,3.516,0.1083617747440273,0.04664391353811148,0.009670079635949944,-0.1363089507113694,-0.016160244998760086,0
75,C159,3.362,0.13355145746579414,0.05889351576442594,0.00862581796549673,0.0194111824004657,-0.0003500991832151538,0
